campaignId,aliasQuery,clusterName,status,durationInMs,createdAt
dc2.large_x3nodes_run_1,Q5_8,dc2.large_x3nodes,FINISHED,75090,2024-12-24T16:59:48.209Z
dc2.large_x3nodes_run_1,Q1_10,dc2.large_x3nodes,FINISHED,11168,2024-12-24T16:45:21.457Z
dc2.large_x3nodes_run_1,Q3_6,dc2.large_x3nodes,FINISHED,4750,2024-12-24T16:46:57.951Z
dc2.large_x3nodes_run_1,Q10_9,dc2.large_x3nodes,FINISHED,1768,2024-12-24T18:01:14.325Z
dc2.large_x3nodes_run_1,Q6_6,dc2.large_x3nodes,FINISHED,52045,2024-12-24T17:06:50.117Z
dc2.large_x3nodes_run_1,Q5_6,dc2.large_x3nodes,FINISHED,82898,2024-12-24T16:57:09.339Z
dc2.large_x3nodes_run_1,Q1_9,dc2.large_x3nodes,FINISHED,10958,2024-12-24T16:45:06.378Z
dc2.large_x3nodes_run_1,Q6_4,dc2.large_x3nodes,FINISHED,51253,2024-12-24T17:04:59.829Z
dc2.large_x3nodes_run_1,Q6_7,dc2.large_x3nodes,FINISHED,52574,2024-12-24T17:07:45.205Z
dc2.large_x3nodes_run_1,Q2_7,dc2.large_x3nodes,FINISHED,1338,2024-12-24T16:45:53.106Z
dc2.large_x3nodes_run_1,Q7_8,dc2.large_x3nodes,FINISHED,80835,2024-12-24T17:21:29.450Z
dc2.large_x3nodes_run_1,Q8_2,dc2.large_x3nodes,FINISHED,88214,2024-12-24T17:27:14.398Z
dc2.large_x3nodes_run_1,Q5_7,dc2.large_x3nodes,FINISHED,75839,2024-12-24T16:58:28.780Z
dc2.large_x3nodes_run_1,Q5_2,dc2.large_x3nodes,FINISHED,79029,2024-12-24T16:51:37.169Z
dc2.large_x3nodes_run_1,Q3_10,dc2.large_x3nodes,FINISHED,4874,2024-12-24T16:47:32.109Z
dc2.large_x3nodes_run_1,Q1_4,dc2.large_x3nodes,FINISHED,10997,2024-12-24T16:43:50.221Z
dc2.large_x3nodes_run_1,Q1_6,dc2.large_x3nodes,FINISHED,10513,2024-12-24T16:44:20.733Z
dc2.large_x3nodes_run_1,Q10_2,dc2.large_x3nodes,FINISHED,71212,2024-12-24T17:53:43.458Z
